"VERSION_R26","CASEID","SAMPLE_ID","SAMPLE_RACE","SAMPLE_SEX","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS"
-5,10344,12,3,2,0,0,1,1,1,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10345,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10346,9,3,1,0,0,1,1,1,1,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10347,9,3,1,1,1,0,1,1,0,0,0,-3,1,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10348,9,3,1,1,1,0,-5,-5,-5,-3,-5,-5,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10349,12,3,2,1,1,0,1,1,0,0,0,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10350,12,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10351,9,3,1,1,-3,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10352,9,3,1,1,-3,0,0,-3,0,-3,-5,-3,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10353,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10354,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10355,9,3,1,1,1,-3,-3,-3,-3,0,-3,1,-3,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10356,9,3,1,0,1,1,0,0,-5,0,-5,-5,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10357,9,3,1,0,1,0,0,0,0,0,-5,-5,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10358,14,1,2,1,-3,-3,1,1,1,1,-3,1,-3,1,1,-3,-3,1,-3,-3,0,1,-5,0,0,-5,-5,-5,-5
458,10359,14,1,2,1,-5,-5,-3,-3,-3,-3,-5,0,0,0,1,1,0,-3,1,0,0,-5,-3,0,0,0,0,0,0
458,10360,14,1,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0
-5,10361,12,3,2,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10362,13,2,2,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-5,0,0
458,10363,10,2,1,0,0,-3,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,10364,9,3,1,0,0,0,-3,0,0,0,0,-3,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10365,12,3,2,0,0,0,-3,0,0,-3,0,-3,0,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10366,12,3,2,-3,0,-3,-3,0,0,-3,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10367,12,3,2,-3,0,-3,-3,0,0,-3,0,-3,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10368,10,2,1,-3,0,0,0,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,10369,13,2,2,-3,0,0,0,0,-3,-3,-3,-3,0,0,0,0,0,-3,0,0,0,0,0,0,0,-3,0,0,-5
458,10370,11,1,1,-3,1,0,1,-5,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,10371,14,1,2,-3,-3,1,-3,-3,1,1,0,1,1,1,1,1,1,1,1,1,-3,1,1,1,1,1,1,1,1
-5,10372,14,1,2,-3,-3,-5,-5,-5,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-5,-5,-5,-5,-5,-5,-5
458,10373,13,2,2,-3,-5,-5,-5,-5,1,1,-5,-5,-5,1,-5,-5,1,-3,-5,-3,1,1,1,1,1,1,1,-5,1
458,10374,13,2,2,0,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-3,1,0
458,10375,14,1,2,-3,-3,-3,1,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3
458,10376,14,1,2,1,1,-3,0,-3,-3,1,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0
458,10377,14,1,2,0,-3,-3,-3,1,-3,1,1,1,1,1,-3,1,1,0,0,-3,1,-3,1,-3,-3,-3,0,0,0
458,10378,13,2,2,-3,-3,-3,-3,1,0,0,0,-5,0,0,0,0,-3,0,0,0,0,0,0,-3,0,0,-3,0,0
458,10379,13,2,2,0,-3,0,-3,-3,0,-3,0,0,0,0,-3,0,0,-3,-3,0,0,-3,-3,0,0,0,0,-3,-3
-5,10380,9,3,1,0,-3,-3,1,1,0,-3,1,1,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10381,11,1,1,0,0,-3,0,-3,-3,0,0,0,-3,0,-3,-3,-3,-3,0,-3,0,0,0,-3,0,0,-5,-3,-3
458,10382,11,1,1,0,0,-3,0,0,0,0,0,0,0,-3,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0
458,10383,14,1,2,-3,0,1,1,-3,1,1,-5,-5,-3,-5,1,1,1,-3,-3,1,1,1,1,0,1,1,1,1,1
458,10384,11,1,1,0,-3,-3,1,-5,1,1,-5,-3,-3,0,1,1,-3,-3,-3,1,1,1,1,1,-3,1,0,-3,1
-5,10385,11,1,1,0,-3,0,1,0,-3,-3,-3,0,-3,0,0,-3,0,0,0,0,0,-3,0,-5,-5,-5,-5,-5,-5
-5,10386,11,1,1,0,-3,0,1,0,0,-3,-5,0,-3,0,0,-3,-3,-3,0,-3,-3,-5,1,-5,-3,-3,1,-5,-5
-5,10387,9,3,1,1,-5,-5,-5,-5,-5,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10388,12,3,2,0,1,0,1,0,-5,0,-3,-5,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10389,10,2,1,0,0,0,-3,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-3,0,-3,0,0,0
458,10390,14,1,2,0,1,-3,-3,-5,0,0,-5,-5,-5,-3,-5,-3,-3,-3,-5,-5,0,-5,-5,-5,0,-5,-5,1,0
458,10391,10,2,1,0,0,1,-3,-3,1,-3,-5,1,-3,-3,-3,1,1,1,-3,-3,1,1,-5,1,1,1,-3,1,1
-5,10392,11,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-5
-5,10393,12,3,2,-3,-3,0,0,-3,-3,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10394,12,3,2,1,1,0,0,-5,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10395,12,3,2,0,-5,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10396,12,3,2,-3,1,1,0,-3,0,-3,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10397,11,1,1,-3,-5,-5,-5,1,1,1,1,1,1,1,1,1,1,1,-5,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5
-5,10398,9,3,1,0,0,0,0,0,1,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10399,12,3,2,0,0,0,0,0,1,0,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10400,12,3,2,1,0,0,0,1,0,0,0,0,0,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10401,14,1,2,-3,0,0,1,-3,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,-5,-5,-5,0,0,-5,-5
-5,10402,14,1,2,-3,0,0,0,-3,0,1,0,0,-3,0,0,-5,-5,-5,0,0,1,-5,-5,-5,-5,-5,0,-5,-5
-5,10403,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10404,9,3,1,-3,0,0,0,1,0,0,0,0,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10405,11,1,1,0,0,1,0,0,1,-5,-5,-5,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3
-5,10406,14,1,2,0,0,0,1,0,0,-3,-3,-5,-3,-3,-5,-3,-3,-3,-5,-5,-5,-5,-5,-5,0,-3,-5,-5,-5
-5,10407,11,1,1,0,0,0,0,0,1,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10408,9,3,1,0,1,-5,-3,0,1,0,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10409,12,3,2,0,0,0,1,1,0,0,1,-3,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10410,10,2,1,1,-5,0,0,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,0,0,0
-5,10411,12,3,2,1,1,1,1,1,1,-3,1,1,1,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10412,10,2,1,0,1,1,0,1,1,1,1,0,1,1,-3,-3,1,0,0,0,0,-3,-3,-3,0,0,1,0,0
-5,10413,12,3,2,1,1,0,1,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10414,9,3,1,1,0,0,0,1,0,1,0,0,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10415,12,3,2,1,1,1,1,1,1,1,1,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10416,9,3,1,0,0,0,0,-3,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10417,9,3,1,1,0,1,-5,-3,-3,1,1,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10418,12,3,2,1,0,1,1,-3,1,1,1,1,0,1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10419,12,3,2,1,1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10420,12,3,2,1,1,-3,1,1,1,1,1,-3,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10421,13,2,2,-3,0,0,0,0,0,-3,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,-5,-5,-5,-3,-5
458,10422,13,2,2,1,1,1,1,1,1,1,1,1,-3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
-5,10423,10,2,1,1,1,1,1,1,-3,0,-3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-5,-5
458,10424,10,2,1,1,1,-3,1,1,-3,1,1,-3,-3,1,-3,-3,-3,-3,-3,-3,0,1,-3,-3,0,1,1,0,0
458,10425,10,2,1,0,0,0,0,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0
458,10426,10,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,10427,14,1,2,-3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-3,0,0,0,0,0,0,0,0,1,0
458,10428,14,1,2,1,1,1,0,-5,1,-3,1,1,1,1,1,0,1,0,1,0,0,1,-5,0,1,1,1,-3,1
458,10429,14,1,2,1,1,1,1,1,-3,0,0,0,0,0,0,0,0,-3,0,0,-5,-5,-5,0,-5,-5,0,-5,-3
458,10430,11,1,1,1,1,1,1,0,0,-3,0,-3,0,0,1,1,-5,1,1,1,0,-3,1,-3,1,0,0,1,1
458,10431,11,1,1,1,1,1,1,0,0,0,-5,-3,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0
-5,10432,10,2,1,0,0,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,0,1,0,0,-3,-3,-5
458,10433,13,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
458,10434,10,2,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,-3,0,-3,1,0,0,-3,1,0,0
458,10435,10,2,1,0,1,-3,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-5,-5,1,1,0,0,-3,1,1
458,10436,14,1,2,0,0,0,0,-3,-3,0,0,-3,-3,0,-3,-5,0,0,0,0,0,0,0,0,0,-3,0,0,0
-5,10437,12,3,2,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10438,10,2,1,0,0,0,1,0,-3,-3,1,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,1,1,-3,-3
458,10439,10,2,1,0,0,0,1,-3,0,0,-3,-3,1,-3,1,1,1,-3,1,0,-3,-5,1,-5,1,0,1,-3,1
458,10440,10,2,1,0,0,0,-3,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-5,-5,-5,-5,-5,-5,0
-5,10441,9,3,1,0,0,-3,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10442,12,3,2,-3,0,0,0,0,0,0,0,0,0,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10443,14,1,2,1,-3,-5,1,0,1,0,0,0,-5,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
458,10444,14,1,2,1,-3,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
458,10445,14,1,2,0,-5,-5,-5,0,-5,0,0,0,0,1,0,0,0,-3,0,0,1,0,0,0,-5,0,-5,1,-3
-5,10446,12,3,2,1,1,-3,1,1,-3,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10447,9,3,1,0,1,0,1,1,-3,0,1,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10448,14,1,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
458,10449,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,10450,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,10451,14,1,2,-3,0,0,-5,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,0,0,0,0,0
458,10452,13,2,2,1,0,-3,0,0,0,0,0,0,0,0,-3,-5,-5,1,1,-5,1,1,1,0,0,-5,1,1,1
458,10453,10,2,1,0,0,0,-3,-3,-3,1,0,-3,-3,0,0,-3,-3,-3,0,0,-3,-3,1,-3,0,-3,0,-3,-3
458,10454,10,2,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,10455,10,2,1,0,0,0,-3,0,-3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3
-5,10456,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10457,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10458,12,3,2,0,0,0,0,0,0,0,0,0,0,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10459,12,3,2,0,0,0,0,1,1,1,0,1,1,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10460,12,3,2,1,0,-3,-5,-5,-5,-5,1,1,1,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10461,9,3,1,-3,-3,0,0,0,0,0,1,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10462,9,3,1,0,1,0,0,0,0,-3,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10463,9,3,1,0,0,0,-3,-3,0,0,0,0,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10464,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10465,12,3,2,1,1,1,-5,1,1,0,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10466,9,3,1,1,1,-3,1,0,0,0,0,-3,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10467,12,3,2,1,1,1,1,1,1,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10468,14,1,2,1,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0
458,10469,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,10470,10,2,1,1,0,-5,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,1,0
458,10471,10,2,1,1,0,1,0,1,0,0,0,0,0,0,-5,-3,1,-3,0,0,-5,-5,-5,-5,-5,0,-3,0,-3
458,10472,14,1,2,0,0,0,1,0,0,0,0,0,0,0,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,0
-5,10473,9,3,1,0,0,-5,-5,0,0,0,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10474,12,3,2,1,1,0,1,1,1,1,0,1,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10475,12,3,2,1,0,1,1,1,1,1,1,1,1,1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10476,9,3,1,1,1,1,-3,1,0,-3,0,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10477,12,3,2,1,1,1,1,1,1,1,-3,-3,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10478,14,1,2,-3,1,0,0,0,0,-3,0,0,-5,0,0,0,0,-3,0,1,0,0,0,0,0,0,0,-3,-3
458,10479,11,1,1,0,0,0,0,-3,0,1,0,1,1,1,-5,0,0,-3,0,0,0,0,0,0,0,0,0,0,0
-5,10480,12,3,2,1,1,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10481,14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-5,10482,11,1,1,0,0,1,0,-3,-3,-3,-5,-3,0,0,0,0,0,0,0,0,0,0,-5,0,1,0,-5,-5,-5
-5,10483,9,3,1,1,-5,-5,1,-3,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10484,12,3,2,-3,-3,1,1,1,1,1,1,0,1,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10485,12,3,2,-3,1,-3,-5,1,1,1,1,1,1,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10486,14,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,-5,-5
458,10487,10,2,1,1,1,-3,1,-3,-3,1,-3,0,-3,-3,0,0,-5,-5,-3,-3,0,-3,0,0,0,-3,0,0,0
458,10488,10,2,1,1,1,0,1,1,0,0,-5,0,-5,-5,-5,0,0,-3,-3,1,0,0,-5,0,0,0,-3,-5,-3
-5,10489,10,2,1,1,1,0,1,1,1,0,0,0,-5,0,-3,0,0,0,0,0,0,-5,-5,-5,-5,0,-5,0,-5
-5,10490,11,1,1,0,0,0,0,1,0,1,0,-3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,-5,-5,-5
458,10491,13,2,2,-3,1,1,0,1,1,1,1,1,0,1,1,-3,1,1,1,1,1,1,1,1,1,1,1,1,1
-5,10492,11,1,1,1,1,-3,0,-3,0,-3,0,0,0,0,0,0,-3,1,-3,-5,1,-3,0,0,1,0,0,0,-5
-5,10493,11,1,1,0,0,0,0,1,1,-5,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,-5,0,-5
-5,10494,12,3,2,1,-3,-3,-3,1,1,-3,1,-3,-3,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10495,9,3,1,1,0,-3,-3,-3,0,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10496,12,3,2,-3,0,0,-3,-3,0,0,0,0,-3,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10497,12,3,2,-3,0,-3,-3,0,0,0,1,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10498,12,3,2,-3,0,0,0,0,-3,0,0,0,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10499,11,1,1,1,1,1,-3,0,1,-5,0,-5,-5,-5,-5,-3,1,1,-5,1,1,-5,-5,0,0,0,0,0,0
458,10500,14,1,2,0,0,0,-3,1,-3,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,-3,0
458,10501,11,1,1,0,0,0,0,0,0,-5,-5,-5,-5,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0
-5,10502,12,3,2,0,1,1,1,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10503,11,1,1,1,-3,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,10504,14,1,2,1,-3,0,0,-3,0,0,-5,-5,-5,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,0,0,-3
458,10505,11,1,1,1,-5,0,1,1,1,1,1,-3,1,1,1,1,1,0,0,1,0,-5,-5,0,0,0,0,0,0
458,10506,14,1,2,-3,1,0,0,1,1,-5,1,1,1,1,-3,-3,-3,-3,1,1,1,1,-3,1,1,0,0,1,1
458,10507,14,1,2,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-5,10508,9,3,1,-3,0,0,0,-3,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10509,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,0,1,1,0,0,0,0,0
-5,10510,11,1,1,0,0,0,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,0,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5
-5,10511,14,1,2,1,0,-3,0,0,0,-3,-5,-5,-5,-5,-5,-5,-5,0,-5,-5,-5,0,-3,0,0,0,-5,-5,-5
458,10512,14,1,2,0,0,-3,-3,0,0,-3,0,0,-3,1,0,0,0,0,0,0,0,-3,-5,0,-5,-3,0,0,1
-5,10513,14,1,2,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10514,14,1,2,0,-3,0,0,0,0,0,0,0,0,-3,0,0,0,0,-3,0,-3,0,0,0,0,-3,-3,0,-3
-5,10515,14,1,2,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-5,-5,-5,-5,-5,-5,-5
458,10516,14,1,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,0,0,1,-5,0,0,0,0,0,0
-5,10517,11,1,1,0,-3,0,-3,1,0,0,-5,-5,-5,-5,-5,-5,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,10518,14,1,2,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,10519,11,1,1,0,-5,0,1,-5,0,0,0,0,1,1,-3,-3,-3,0,0,0,1,0,-3,0,0,0,0,0,0
458,10520,11,1,1,1,0,-3,1,1,1,-3,-5,-5,-3,1,1,1,1,-3,-3,1,1,1,1,1,1,1,-3,-3,-3
-5,10521,14,1,2,-3,0,0,1,1,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-3,-5,-5,-5,-5,-5,-5
458,10522,14,1,2,0,-3,0,1,1,1,1,1,1,1,0,0,1,-3,1,0,0,-3,1,1,1,0,-3,0,0,0
458,10523,11,1,1,1,1,0,0,1,1,1,0,-5,0,0,-3,0,0,-3,0,0,0,0,-5,-5,1,0,1,0,-3
-5,10524,11,1,1,1,0,0,0,0,0,0,0,0,-3,1,-3,-3,-3,-3,-3,0,-3,0,0,0,-3,-3,-5,-5,-5
458,10525,11,1,1,1,0,0,0,0,0,0,0,1,-3,0,-3,-3,1,-3,-3,1,0,0,0,-5,1,1,1,-5,1
458,10526,14,1,2,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,-5,-3,-3,0,0,0,0,0
